"STATUS","START_DATE","START_HOUR","TRANSCRITO","COMPANY_NAME","partido1_apoyo","partido2_apoyo","interaction_user","partido1_apoyo_real","partido2_apoyo_real","partido1_preferencia","partido2_preferencia","gobierno_calificacion"
"failed","2025-04-23T00:00:00.000Z","23:12:00","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:38:51","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:47:04","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:52:24","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""2 5 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","22:55:04","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:55:37","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:50:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:11:56","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:33:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:33:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:55:35","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""1 3 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:49:20","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:14:57","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","21:42:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:50:23","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:18:21","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""no."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:36:03","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:55:48","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:38:09","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:48:20","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","22:20:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:52:45","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:33:29","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:18:44","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","19:46:30","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:11:16","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""8 3 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:50:06","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-22T00:00:00.000Z","19:45:31","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","20:50:40","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:42:24","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","18:44:21","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:40:44","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:44:48","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""5 1 6 grabe su mensaje."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:48:21","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:41:22","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:15:20","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","20:49:54","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","23:19:10","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:35:25","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:51:19","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:16:06","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","23:35:26","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","23:39:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","21:16:15","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","22:55:12","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-22T00:00:00.000Z","19:33:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"busy","2025-04-23T00:00:00.000Z","18:41:01","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"no-answer","2025-04-23T00:00:00.000Z","22:53:42","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","21:17:28","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""mensaje después del tono. si necesitas volver a grabar, marca el signo de número y espera instrucciones."",""role"":""user""},{""content"":"""",""role"":""assistant""}]","Heraldo",,,,,,,,
"failed","2025-04-23T00:00:00.000Z","21:43:44","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-22T00:00:00.000Z","19:46:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""},{""content"":""0 5 4 grabe su mensaje."",""role"":""user""},{""content"":""Comprendo. Muchas gracias. Que tenga un excelente día."",""role"":""assistant""}]","Heraldo",,,,,,,,
"completed","2025-04-23T00:00:00.000Z","20:49:58","[{""content"":""Hola, mi nombre es Gabriela. Estoy realizando una encuesta sobre preferencias políticas en su comunidad. ¿Podría dedicarme unos minutos para responder algunas preguntas?"",""role"":""assistant""}]","Heraldo",,,,,,,,
